Traffic_registration_point,Name,Road_reference,From,To,Traffic_volume,Confidence_interval_start,Confidence_interval_end,Coverage (%),Total_days,Included_days,Invalid_days,Invalid_length,Length_quality_grade (%),Lane,under_5_6m,over_5_6m,5_6m_to_7_6m,7_6m_to_12_5m,12_5m_to_16_0m,over_16_0m,16_0m_to_24_0m,over_24_0m,Year,Month,Day_of_Week,Light_Vehicles,Heavy_Vehicles,Traffic_Volume_Check,Traffic_Volume_Difference,Days_Check,Traffic_Volume_Outlier,YearMonth,Monthly_Traffic_Volume,Daily_Mean_Traffic_Volume,Percent_Light_Vehicles,Percent_Heavy_Vehicles,Percent_5_6m_to_7_6m,Percent_7_6m_to_12_5m,Percent_12_5m_to_16_0m,Percent_16_0m_to_24_0m,Percent_Over_24_0m,Confidence_Interval,Traffic_Quality_Grade,is_weekend,season,heavy_vehicle_ratio,traffic_volume_category,traffic_quality_category,date,day_type
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4724,4724,4724,100.0,28,28,0,3,99.9,Totalt i retning Hausmannsgate,4237,484,230,67,4,183,183,0,2021,1,Sunday,4237,1151,5388,-664,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.0995569542093512,0.0308036847867261,0.0016650640425257,0.0794374303621653,0.0002081330053157,5455.2,99.8,1,Winter,0.2436494496189669,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,4368,4368,4368,100.0,28,28,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3823,533,248,81,4,200,199,1,2021,1,Sunday,3823,1266,5089,-721,0,False,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.0995569542093512,0.0308036847867261,0.0016650640425257,0.0794374303621653,0.0002081330053157,5455.2,99.8,1,Winter,0.2898351648351648,Low,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-01-31 23:00:00,2021-02-28 23:00:00,9092,9092,9092,100.0,28,28,0,15,99.8,Totalt,8060,1017,478,148,8,382,381,1,2021,1,Sunday,8060,2415,10475,-1383,0,True,2021-01,27276,5455.2,1.6775520228446787,0.5029880961796492,0.0995569542093512,0.0308036847867261,0.0016650640425257,0.0794374303621653,0.0002081330053157,5455.2,99.8,1,Winter,0.265618125824901,High,Good,2021-01-31,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4102,4102,4102,100.0,31,31,0,9,99.8,1,3574,519,235,82,4,198,197,1,2021,2,Sunday,3574,1236,4810,-708,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.0969899804771241,0.0326075041661289,0.0018731970478414,0.0788824090146567,0.0002081330053157,5102.0,99.9,1,Winter,0.3013164310092637,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4401,4401,4401,100.0,31,31,0,2,100.0,2,3907,492,231,74,5,182,182,0,2021,2,Sunday,3907,1166,5073,-672,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.0969899804771241,0.0326075041661289,0.0018731970478414,0.0788824090146567,0.0002081330053157,5102.0,99.9,1,Winter,0.264939786412179,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4404,4404,4404,100.0,31,31,0,2,100.0,Totalt i retning Hausmannsgate,3910,492,231,74,5,182,182,0,2021,2,Sunday,3910,1166,5076,-672,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.0969899804771241,0.0326075041661289,0.0018731970478414,0.0788824090146567,0.0002081330053157,5102.0,99.9,1,Winter,0.2647593097184378,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,4099,4099,4099,100.0,31,31,0,9,99.8,Totalt i retning Waldemar Tranes Gt.,3570,520,235,83,4,198,197,1,2021,2,Sunday,3570,1238,4808,-709,0,False,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.0969899804771241,0.0326075041661289,0.0018731970478414,0.0788824090146567,0.0002081330053157,5102.0,99.9,1,Winter,0.3020248841180776,Low,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-02-28 23:00:00,2021-03-31 22:00:00,8504,8504,8504,100.0,31,31,0,12,99.9,Totalt,7481,1011,466,157,9,380,379,1,2021,2,Sunday,7481,2403,9884,-1380,0,True,2021-02,25510,5102.0,1.55697363509844,0.5001436117736678,0.0969899804771241,0.0326075041661289,0.0018731970478414,0.0788824090146567,0.0002081330053157,5102.0,99.9,1,Winter,0.2825729068673565,High,Good,2021-02-28,Weekend
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4169,4169,4169,100.0,30,30,0,12,99.7,1,3646,511,230,82,5,193,193,0,2021,3,Wednesday,3646,1214,4860,-691,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.0959493154505455,0.0320524828186204,0.0020119523847185,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2911969297193572,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4616,4616,4616,100.0,30,30,0,3,99.9,2,4126,487,231,72,5,179,179,0,2021,3,Wednesday,4126,1153,5279,-663,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.0959493154505455,0.0320524828186204,0.0020119523847185,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2497833622183708,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4621,4621,4621,100.0,30,30,0,3,99.9,Totalt i retning Hausmannsgate,4131,486,231,72,5,179,179,0,2021,3,Wednesday,4131,1152,5283,-662,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.0959493154505455,0.0320524828186204,0.0020119523847185,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2492966890283488,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,4164,4164,4164,100.0,30,30,0,12,99.7,Totalt i retning Waldemar Tranes Gt.,3641,511,230,82,5,193,193,0,2021,3,Wednesday,3641,1214,4855,-691,0,False,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.0959493154505455,0.0320524828186204,0.0020119523847185,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2915465898174832,Low,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-03-31 22:00:00,2021-04-30 22:00:00,8785,8785,8785,100.0,30,30,0,15,99.8,Totalt,7773,997,461,154,9,373,372,1,2021,3,Wednesday,7773,2367,10140,-1355,0,True,2021-03,26355,5271.0,1.6176790949821909,0.4925814459138635,0.0959493154505455,0.0320524828186204,0.0020119523847185,0.0774254779774467,6.937766843857231e-05,5271.0,99.8,0,Winter,0.2694365395560614,High,Good,2021-03-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,4572,4572,4572,100.0,31,31,0,13,99.7,1,4054,505,229,80,6,190,189,1,2021,4,Friday,4054,1200,5254,-682,0,False,2021-04,29176,5835.2,1.8080514171776327,0.5009067661264921,0.1003201085621755,0.0342725682086547,0.0024975960637886,0.0753441479242895,0.0002081330053157,5835.2,99.8,0,Spring,0.2624671916010498,Low,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,5153,5153,5153,100.0,31,31,0,3,99.9,2,4633,517,253,84,6,173,173,0,2021,4,Friday,4633,1206,5839,-686,0,False,2021-04,29176,5835.2,1.8080514171776327,0.5009067661264921,0.1003201085621755,0.0342725682086547,0.0024975960637886,0.0753441479242895,0.0002081330053157,5835.2,99.8,0,Spring,0.2340384242189016,Medium,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,5157,5157,5157,100.0,31,31,0,3,99.9,Totalt i retning Hausmannsgate,4638,516,253,84,6,172,172,0,2021,4,Friday,4638,1203,5841,-684,0,False,2021-04,29176,5835.2,1.8080514171776327,0.5009067661264921,0.1003201085621755,0.0342725682086547,0.0024975960637886,0.0753441479242895,0.0002081330053157,5835.2,99.8,0,Spring,0.2332751599767306,Medium,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,4568,4568,4568,100.0,31,31,0,13,99.7,Totalt i retning Waldemar Tranes Gt.,4049,506,229,81,6,191,190,1,2021,4,Friday,4049,1204,5253,-685,0,False,2021-04,29176,5835.2,1.8080514171776327,0.5009067661264921,0.1003201085621755,0.0342725682086547,0.0024975960637886,0.0753441479242895,0.0002081330053157,5835.2,99.8,0,Spring,0.2635726795096322,Low,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-04-30 22:00:00,2021-05-31 22:00:00,9726,9726,9726,100.0,31,31,0,18,99.8,Totalt,8687,1022,482,165,12,363,362,1,2021,4,Friday,8687,2407,11094,-1368,0,True,2021-04,29176,5835.2,1.8080514171776327,0.5009067661264921,0.1003201085621755,0.0342725682086547,0.0024975960637886,0.0753441479242895,0.0002081330053157,5835.2,99.8,0,Spring,0.2474809788196586,High,Good,2021-04-30,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,4934,4934,4934,100.0,30,30,0,17,99.7,1,4343,574,271,97,5,201,200,1,2021,5,Monday,4343,1349,5692,-758,0,False,2021-05,32494,6498.8,2.003280176163776,0.5722270092813445,0.1207171430831158,0.0435691757794234,0.0022894630584728,0.0792292973568496,0.0004162660106314,6498.8,99.8,0,Spring,0.2734089987839481,Low,Good,2021-05-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,5898,5898,5898,100.0,30,30,0,7,99.9,2,5282,609,309,112,6,182,181,1,2021,5,Monday,5282,1400,6682,-784,0,False,2021-05,32494,6498.8,2.003280176163776,0.5722270092813445,0.1207171430831158,0.0435691757794234,0.0022894630584728,0.0792292973568496,0.0004162660106314,6498.8,99.8,0,Spring,0.2373685995252628,High,Good,2021-05-31,Workday
62991V604777,Maridalsveien,KV14622 S9D1 m425,2021-05-31 22:00:00,2021-06-30 22:00:00,5905,5905,5905,100.0,30,30,0,6,99.9,Totalt i retning Hausmannsgate,5290,609,309,112,6,181,180,1,2021,5,Monday,5290,1398,6688,-783,0,False,2021-05,32494,6498.8,2.003280176163776,0.5722270092813445,0.1207171430831158,0.0435691757794234,0.0022894630584728,0.0792292973568496,0.0004162660106314,6498.8,99.8,0,Spring,0.236748518204911,High,Good,2021-05-31,Workday
